timestamp,user_id,username,budget,skills,time
2025-09-30T12:08:23.567173,138477378,Allex_Casillas,50,"Игры, боты",>10 часов/нед
2025-09-30T12:24:23.200124,138477378,Allex_Casillas,100000,"Чат-боты, ии идеи",>10 часов/нед
2025-09-30T12:29:56.035450,138477378,Allex_Casillas,100000,Чат боты и ии,>10 часов/нед
2025-09-30T12:43:40.857620,138477378,Allex_Casillas,100000,Чат боты и ии,>10 часов/нед
